,AAPL,AMZN,BA,BAC,C,CAT,COP,CVX,DIS,GOOGL,GS,JNJ,JPM,MMM,MRK,MSFT,NKE,NVDA,PFE,SLB,UNH,XOM
2016-11-18,-0.22786967,0.010568872,-0.035101213,0.09205275,0.1252515,-0.12158076,-0.17272303,-0.091924444,0.17884633,-0.16613889,-0.04983104,0.091256425,0.041793298,0.12998661,0.029642005,0.03883993,0.013535333,0.29575497,-0.12885205,-0.09131789,-0.05090046,0.088711396
2016-11-25,-0.22510488,0.010186782,-0.022750767,0.0819566,0.13436575,-0.11593606,-0.18759799,-0.08604248,0.18074201,-0.16810575,-0.03617706,0.102671884,0.051828276,0.11207275,0.027213281,0.029397214,0.02264067,0.30670226,-0.14391014,-0.09910067,-0.06285334,0.08780164
2016-12-02,-0.20479052,0.006880936,-0.020654717,0.10149101,0.121519685,-0.11060697,-0.18430437,-0.06926971,0.19425276,-0.15299457,-0.04761529,0.09663321,0.058674254,0.09906157,0.010881344,0.039643444,0.011203224,0.29513463,-0.16504115,-0.10855883,-0.059104197,0.08756423
2016-12-09,-0.19639394,0.0025132955,-0.0064471215,0.10300622,0.12753356,-0.09721314,-0.19246976,-0.0698463,0.20384867,-0.14934604,-0.044628687,0.10634418,0.06344291,0.08616011,0.00139191,0.038257767,0.00671978,0.29268977,-0.18369699,-0.112833224,-0.06522632,0.08619334
2016-12-16,-0.20840761,-0.0050594867,-0.017313574,0.11647062,0.13169186,-0.09122498,-0.20216565,-0.056147702,0.21702734,-0.14958516,-0.054409184,0.108668126,0.06532873,0.07908793,0.0053011165,0.045172803,0.009156579,0.28858852,-0.17887112,-0.11944501,-0.0658267,0.08196266
2016-12-23,-0.21294859,-0.015331077,-0.0240765,0.11340179,0.15247019,-0.10617699,-0.23193654,-0.06628914,0.20526913,-0.15396109,-0.024121031,0.1177866,0.058095403,0.08054247,0.0017566085,0.037936497,0.03815143,0.29710373,-0.17297183,-0.11258157,-0.06771819,0.085598685
2016-12-30,-0.20772545,-0.028213948,-0.023182878,0.11364789,0.17621121,-0.097820655,-0.23776957,-0.050376225,0.19888672,-0.16402733,-0.014836562,0.11142,0.059355944,0.07156743,-0.0044081123,0.046845965,0.047538657,0.2817134,-0.18427269,-0.121516824,-0.06790365,0.09486668
2017-01-06,-0.0713413,0.054805167,0.08622402,0.05501617,0.12375201,-0.10343037,-0.26077196,0.016749516,0.08088228,-0.1380513,-0.01682961,0.08218731,0.101936676,-0.09266092,-0.04522581,0.04507651,-0.03446682,0.2824606,-0.24066894,-0.037700392,-0.06416754,0.17622475
2017-01-13,-0.07245942,0.05046157,0.08401244,0.047415305,0.12097839,-0.109615706,-0.2612563,0.022590969,0.08655376,-0.1253103,-0.023755467,0.088030756,0.09901671,-0.08102984,-0.048230775,0.049655214,-0.03379787,0.28042772,-0.24067238,-0.03546859,-0.066795014,0.16924882
2017-01-20,-0.07704536,0.050586335,0.08205287,0.068465285,0.11991726,-0.10333006,-0.2575612,0.01859055,0.09446638,-0.12573592,-0.017953258,0.08309884,0.07523622,-0.06608015,-0.0453553,0.04997583,-0.044188596,0.2831377,-0.25066295,-0.046368968,-0.063781016,0.17253557
